"Taxation statistics 2021–22 Individuals: Taxable income, by state/territory1 and postcode, 2021–22 income year2",,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss
no.","Taxable income or loss
$","Average taxable income or loss3
$","Median taxable income or loss3
$",Australian rank5 descending,Ranking by state5/ territory descending
VIC,3144,"7,756","7,662","1,374,891,963","177,268","77,710",15,4
VIC,3145,"15,619","15,436","1,737,179,906","111,222","62,754",120,31
VIC,3146,"17,104","16,927","2,048,941,538","119,793","69,427",85,19
VIC,3147,"9,405","9,297","882,451,960","93,828","61,918",240,67
VIC,3148,"6,097","6,011","424,062,794","69,553","55,259",820,200
VIC,3149,"22,934","22,547","1,726,002,147","75,260","51,625",567,139
VIC,3150,"39,923","39,124","2,831,328,954","70,920","45,586",749,179
VIC,3151,"6,971","6,843","419,088,848","60,119","45,312","1,483",368
VIC,3152,"21,961","21,669","1,411,364,530","64,267","50,025","1,160",284
VIC,3153,"12,864","12,715","780,467,855","60,671","53,449","1,437",357
VIC,3154,"2,698","2,669","178,423,132","66,132","54,820","1,035",250
VIC,3155,"14,125","13,986","858,566,826","60,783","53,508","1,428",354
VIC,3156,"23,844","23,643","1,601,486,177","67,165","54,364",962,227
VIC,3158,"4,313","4,266","289,674,003","67,163","53,508",963,228
VIC,3159,"1,593","1,585","112,246,207","70,462","57,173",775,184
VIC,3160,"5,645","5,598","422,813,361","74,901","57,258",579,145
VIC,3161,"11,280","11,133","1,369,174,388","121,381","66,023",78,17
VIC,3162,"11,815","11,683","1,199,689,030","101,539","63,596",173,54
VIC,3163,"21,829","21,592","1,720,129,219","78,800","59,392",460,116
VIC,3164,53,53,"6,105,121","115,191","55,817",100,24
VIC,3165,"18,080","17,857","1,462,997,801","80,918","60,349",414,105
VIC,3166,"15,550","15,357","1,132,590,429","72,835","56,480",665,163
VIC,3167,"6,005","5,937","405,710,505","67,562","53,834",935,222
VIC,3168,"14,050","13,761","691,839,399","49,241","39,532","2,340",634
VIC,3169,"12,397","12,255","703,110,515","56,716","48,722","1,782",457
VIC,3170,"12,039","11,888","805,642,782","66,919","52,100",975,230
VIC,3171,"12,786","12,551","613,321,378","47,968","41,027","2,402",649
VIC,3172,"13,714","13,558","789,584,573","57,575","46,614","1,709",438
VIC,3173,"17,948","17,690","1,094,652,672","60,990","50,896","1,417",347
VIC,3174,"22,671","22,334","1,125,561,334","49,648","44,832","2,318",627
VIC,3175,"28,286","27,813","1,464,716,725","51,782","45,011","2,192",582
VIC,3177,"6,125","6,001","288,952,737","47,176","43,679","2,436",657
VIC,3178,"21,848","21,643","1,467,181,543","67,154","55,447",964,229
VIC,3179,"3,783","3,745","235,969,267","62,376","51,733","1,315",322
VIC,3180,"4,807","4,752","291,368,922","60,613","51,331","1,444",360
VIC,3181,"13,941","13,804","1,459,541,469","104,694","70,690",156,49
VIC,3182,"16,526","16,339","1,447,208,102","87,572","61,425",310,83
VIC,3183,"11,921","11,775","1,059,896,011","88,910","61,788",297,79
VIC,3184,"10,360","10,281","1,121,435,027","108,247","72,472",134,36
VIC,3185,"8,966","8,875","958,488,216","106,903","66,890",140,41
VIC,3186,"16,352","16,113","2,788,015,869","170,500","73,381",20,6
VIC,3187,"10,539","10,389","1,170,861,510","111,098","64,400",122,32
VIC,3188,"11,786","11,661","1,381,475,485","117,213","65,933",89,20
VIC,3189,"4,056","4,015","303,929,343","74,933","59,275",578,144
VIC,3190,"7,499","7,437","630,604,187","84,092","64,386",354,91
VIC,3191,"7,083","7,016","851,832,729","120,264","68,927",83,18
VIC,3192,"14,983","14,858","1,152,008,818","76,888","59,910",520,131
VIC,3193,"13,548","13,425","1,547,481,106","114,222","63,808",105,26
VIC,3194,"8,727","8,655","698,055,115","79,988","60,522",430,109
VIC,3195,"23,373","23,164","1,878,124,210","80,354","60,235",424,108
VIC,3196,"16,192","16,048","1,193,097,861","73,684","60,930",621,153
VIC,3197,"7,557","7,486","569,779,081","75,398","58,180",563,138
VIC,3198,"10,097","10,018","636,157,496","63,005","53,931","1,266",310
VIC,3199,"32,459","32,153","2,082,091,404","64,145","52,213","1,174",287
VIC,3200,"2,659","2,629","134,076,934","50,424","46,184","2,272",610
VIC,3201,"13,197","13,085","787,943,071","59,706","53,792","1,521",380
VIC,3202,"1,694","1,672","121,071,121","71,471","57,595",722,172
VIC,3204,"20,928","20,691","1,786,003,131","85,340","61,359",339,88
VIC,3205,"8,340","8,222","891,570,135","106,903","69,271",139,40
VIC,3206,"6,767","6,688","1,205,423,902","178,133","80,858",13,3
VIC,3207,"11,755","11,630","1,334,383,804","113,516","76,068",110,29
VIC,3211,778,768,"65,077,900","83,648","52,344",361,94
VIC,3212,"11,375","11,296","753,527,709","66,244","56,517","1,018",244
VIC,3213,"2,717","2,696","188,518,212","69,385","53,859",832,203
VIC,3214,"11,726","11,564","568,702,266","48,499","44,607","2,382",644
VIC,3215,"12,812","12,706","826,498,971","64,510","52,699","1,145",279
VIC,3216,"36,634","36,333","2,461,593,846","67,194","51,955",960,226
VIC,3217,"14,486","14,363","959,446,395","66,233","58,357","1,021",245
VIC,3218,"9,488","9,427","722,217,959","76,119","59,048",546,135
VIC,3219,"11,605","11,497","672,644,651","57,962","49,204","1,663",419
VIC,3220,"11,450","11,331","1,071,565,211","93,586","57,846",245,70
VIC,3221,"1,396","1,373","142,542,083","102,108","55,879",171,53
VIC,3222,"10,660","10,559","680,936,847","63,878","49,438","1,196",293
VIC,3223,"5,437","5,373","324,304,091","59,648","43,485","1,530",385
VIC,3224,"8,823","8,750","527,569,905","59,795","49,792","1,513",377
VIC,3225,"3,454","3,413","268,522,201","77,742","46,813",493,125
VIC,3226,"10,819","10,737","778,077,989","71,918","53,159",701,168
VIC,3227,"3,448","3,397","331,138,505","96,038","58,863",213,63
VIC,3228,"15,137","15,022","1,259,288,836","83,193","58,894",368,96
VIC,3230,"1,918","1,901","143,042,099","74,579","46,600",587,149
VIC,3231,996,981,"76,999,943","77,309","45,559",508,129
VIC,3232,885,877,"74,156,390","83,793","43,277",359,92
VIC,3233,"1,437","1,421","76,089,930","52,951","40,523","2,098",551
VIC,3234,121,118,"9,408,055","77,753","49,004",492,124
VIC,3235,282,276,"16,826,645","59,669","37,049","1,527",382
VIC,3236,151,151,"8,276,562","54,812","44,943","1,954",517
VIC,3237,160,156,"6,717,685","41,986","30,718","2,574",695
VIC,3238,161,155,"9,124,371","56,673","40,095","1,786",459
VIC,3239,259,250,"15,456,100","59,676","43,017","1,525",381
VIC,3240,"1,502","1,488","107,536,843","71,596","55,250",716,170
VIC,3241,"1,915","1,886","112,423,174","58,707","47,568","1,602",402
VIC,3242,665,652,"38,970,169","58,602","47,099","1,610",406
VIC,3243,254,250,"14,266,463","56,167","43,998","1,830",471
VIC,3249,"2,208","2,162","119,865,095","54,287","45,861","1,990",526
VIC,3250,"7,600","7,539","428,385,756","56,367","49,349","1,815",466
VIC,3251,356,347,"21,399,032","60,110","49,575","1,485",370
VIC,3254,186,184,"10,301,323","55,383","53,091","1,900",496
VIC,3260,"2,849","2,804","157,834,301","55,400","46,287","1,898",494
VIC,3264,"1,461","1,437","84,141,810","57,592","47,800","1,707",437
VIC,3265,"1,651","1,614","96,794,781","58,628","50,820","1,608",404
VIC,3266,"1,830","1,802","105,337,501","57,561","47,828","1,710",439
VIC,3267,169,167,"8,641,965","51,136","48,615","2,231",595
VIC,3268,"1,809","1,761","99,368,251","54,930","45,413","1,943",512
VIC,3269,443,439,"25,798,897","58,237","43,647","1,636",413
VIC,3270,171,169,"9,141,910","53,461","42,508","2,062",542
VIC,3271,135,130,"6,454,758","47,813","41,576","2,410",651
VIC,3272,902,884,"46,241,218","51,265","43,596","2,223",592
VIC,3273,98,92,"7,348,585","74,986","50,722",576,143
VIC,3274,158,150,"9,866,160","62,444","44,040","1,302",319
VIC,3275,324,324,"19,701,034","60,806","52,863","1,427",353
VIC,3276,310,306,"16,411,734","52,941","43,288","2,099",552
VIC,3277,"1,166","1,153","77,409,551","66,389","52,325","1,007",241
VIC,3278,191,189,"11,863,528","62,113","49,243","1,332",329
VIC,3279,226,224,"13,895,126","61,483","48,894","1,377",340
VIC,3280,"20,691","20,507","1,252,517,270","60,534","49,909","1,453",363
VIC,3281,"1,237","1,231","80,187,583","64,824","52,466","1,118",268
VIC,3282,"1,734","1,711","102,110,410","58,887","50,444","1,591",398
VIC,3283,873,863,"54,123,758","61,997","49,825","1,339",332
VIC,3284,"2,184","2,154","142,011,799","65,024","47,130","1,106",261
VIC,3285,789,775,"59,741,883","75,718","51,345",550,136
VIC,3286,366,361,"23,182,405","63,340","46,680","1,239",304
VIC,3287,287,278,"18,152,851","63,250","52,700","1,248",307
VIC,3289,454,445,"24,979,448","55,021","45,078","1,937",510
VIC,3292,94,91,"4,620,563","49,155","37,624","2,343",636
VIC,3293,209,207,"13,735,008","65,718","48,180","1,065",254
VIC,3294,645,631,"38,485,828","59,668","46,089","1,528",383
VIC,3300,"6,080","6,014","347,780,413","57,201","47,738","1,738",445
VIC,3301,804,782,"58,426,827","72,670","49,275",671,164
VIC,3302,268,261,"17,027,327","63,535","48,493","1,221",300
VIC,3303,190,185,"10,804,922","56,868","45,754","1,769",453
VIC,3304,"1,539","1,511","85,786,025","55,741","46,790","1,863",482
VIC,3305,"7,563","7,483","441,388,654","58,362","47,533","1,628",411
VIC,3309,67,67,"3,353,213","50,048","37,318","2,296",618
VIC,3310,150,148,"7,677,782","51,185","47,623","2,227",593
VIC,3311,885,872,"46,824,175","52,909","43,385","2,104",553
VIC,3312,577,559,"36,007,618","62,405","46,832","1,308",321
VIC,3314,363,356,"21,038,933","57,958","45,719","1,665",421
VIC,3315,994,967,"56,139,750","56,479","44,138","1,806",463
VIC,3317,120,118,"6,233,406","51,945","39,246","2,174",575
VIC,3318,714,693,"40,175,189","56,268","45,579","1,822",469
VIC,3319,243,234,"15,457,741","63,612","49,024","1,211",296
VIC,3321,"1,074","1,055","73,091,228","68,055","55,442",901,214
VIC,3322,101,96,"4,534,195","44,893","40,620","2,503",678
VIC,3323,74,74,"3,796,532","51,304","58,879","2,218",590
VIC,3324,319,312,"17,225,030","53,997","42,244","2,015",530
VIC,3325,283,278,"12,622,829","44,604","38,844","2,511",682
VIC,3328,"1,362","1,344","89,981,809","66,066","55,112","1,037",251
VIC,3329,195,186,"10,432,184","53,498","45,434","2,058",541
VIC,3330,132,126,"6,560,937","49,704","42,159","2,316",625
VIC,3331,"4,366","4,316","296,613,991","67,937","55,630",914,218
VIC,3332,763,757,"46,212,760","60,567","49,902","1,450",362
VIC,3333,528,521,"37,966,448","71,906","46,211",702,169
VIC,3334,349,345,"20,657,435","59,190","49,469","1,562",391
VIC,3335,"6,126","6,022","378,947,337","61,859","54,425","1,348",335
VIC,3336,"11,751","11,595","755,843,743","64,322","57,259","1,157",283
VIC,3337,"22,021","21,702","1,233,690,241","56,023","49,230","1,842",476
VIC,3338,"20,970","20,594","1,188,487,270","56,676","50,210","1,785",458
VIC,3340,"15,268","15,104","1,069,612,697","70,056","55,512",794,192
VIC,3341,"1,004",993,"68,875,412","68,601","56,359",874,209
VIC,3342,"2,278","2,259","151,012,647","66,292","53,991","1,013",242
VIC,3345,852,839,"62,702,003","73,594","61,247",625,154
VIC,3350,"39,204","38,858","2,606,930,585","66,497","51,689",998,236
VIC,3351,"5,461","5,391","316,222,391","57,906","49,053","1,672",423
VIC,3352,"11,443","11,300","737,760,478","64,473","51,540","1,147",280
VIC,3353,143,139,"8,803,747","61,565","43,249","1,368",339
VIC,3354,149,147,"13,196,210","88,565","57,596",302,80
VIC,3355,"6,536","6,462","367,141,146","56,172","45,490","1,829",470
VIC,3356,"8,220","8,129","414,779,597","50,460","45,311","2,267",609
VIC,3357,"2,328","2,305","163,399,541","70,189","56,405",786,188
VIC,3358,"2,339","2,325","148,573,405","63,520","55,139","1,222",301
VIC,3360,436,431,"24,328,181","55,799","49,417","1,858",479
VIC,3361,352,342,"17,406,053","49,449","42,463","2,330",631
VIC,3363,"1,902","1,887","111,484,106","58,614","45,833","1,609",405
VIC,3364,"1,283","1,256","70,612,404","55,037","43,584","1,935",508
VIC,3370,995,982,"51,071,507","51,328","43,203","2,213",588
VIC,3371,531,525,"24,996,615","47,075","38,327","2,438",658
VIC,3373,"1,347","1,312","70,686,963","52,477","42,503","2,138",563
VIC,3374,244,240,"14,848,834","60,856","53,064","1,425",352
VIC,3375,148,143,"10,395,967","70,243","45,280",784,187
VIC,3377,"5,124","5,070","280,249,465","54,693","46,346","1,966",521
VIC,3378,103,101,"8,573,520","83,238","70,465",367,95
VIC,3379,394,389,"23,880,039","60,609","47,479","1,445",361
VIC,3380,"3,615","3,574","192,170,958","53,159","45,394","2,086",549
VIC,3381,807,799,"44,981,524","55,739","43,237","1,864",483
VIC,3384,352,349,"15,893,831","45,153","40,427","2,498",676
VIC,3385,297,290,"17,533,546","59,036","39,859","1,572",394
VIC,3387,191,185,"11,024,262","57,719","45,694","1,690",430
VIC,3388,348,340,"24,425,457","70,188","52,314",787,189
VIC,3390,521,512,"29,191,620","56,030","45,505","1,841",475
VIC,3391,99,95,"5,684,237","57,417","45,000","1,724",443
VIC,3392,305,299,"19,715,338","64,640","41,997","1,135",276
VIC,3393,"1,442","1,425","93,603,575","64,912","47,309","1,115",266
VIC,3395,243,235,"17,732,823","72,975","55,377",658,160
VIC,3396,429,422,"28,397,542","66,195","45,945","1,024",246
VIC,3400,"8,835","8,764","520,687,207","58,935","49,264","1,586",396
VIC,3401,"2,943","2,899","190,602,650","64,765","51,940","1,123",270
VIC,3402,237,228,"15,411,373","65,027","52,060","1,105",260
VIC,3407,276,273,"15,941,033","57,757","47,911","1,684",427
VIC,3409,661,647,"38,817,450","58,725","46,761","1,600",401
VIC,3412,187,181,"11,887,258","63,568","48,853","1,218",298
VIC,3413,112,109,"6,441,511","57,513","50,778","1,717",442
VIC,3414,938,924,"54,957,785","58,590","45,835","1,611",407
VIC,3418,"1,655","1,627","96,136,649","58,089","50,534","1,649",416
VIC,3419,566,553,"31,752,161","56,099","44,475","1,836",473
VIC,3420,158,152,"11,118,367","70,369","50,589",780,186
VIC,3423,203,199,"9,110,577","44,880","36,359","2,504",679
VIC,3424,467,453,"28,471,428","60,967","44,081","1,420",350
VIC,3427,"3,728","3,690","246,597,007","66,147","59,931","1,032",249
VIC,3428,400,390,"27,837,512","69,594","48,665",816,198
VIC,3429,"23,769","23,565","1,598,343,871","67,245","56,982",955,225
VIC,3430,174,170,"14,955,418","85,951","51,981",331,87
VIC,3431,"2,755","2,733","193,944,702","70,397","55,357",779,185
VIC,3432,118,115,"11,558,337","97,952","48,443",197,58
VIC,3433,128,125,"9,050,852","70,710","49,071",761,182
VIC,3434,"3,689","3,648","265,676,187","72,018","57,369",698,167
VIC,3435,"1,984","1,958","132,660,570","66,865","53,501",980,231
VIC,3437,"7,200","7,134","566,878,180","78,733","60,710",462,117
VIC,3438,"1,506","1,493","118,223,962","78,502","59,153",472,121
VIC,3440,"1,271","1,253","115,573,057","90,931","63,367",271,75
VIC,3441,877,859,"109,155,458","124,465","69,712",71,15
VIC,3442,"5,025","4,969","428,717,524","85,317","58,122",340,89
VIC,3444,"5,861","5,795","419,487,480","71,573","51,850",718,171
VIC,3446,680,674,"41,532,940","61,078","50,839","1,409",344
VIC,3447,318,315,"19,765,987","62,157","42,233","1,329",328
VIC,3448,579,574,"37,089,884","64,059","45,617","1,180",290
VIC,3450,"3,973","3,931","229,645,410","57,802","43,927","1,680",426
VIC,3451,"3,271","3,230","197,767,105","60,461","47,999","1,461",365
VIC,3453,"1,221","1,199","79,060,155","64,750","49,805","1,125",271
VIC,3458,"1,395","1,384","92,466,307","66,284","46,963","1,015",243
VIC,3460,"1,626","1,607","99,132,126","60,967","43,468","1,419",349
VIC,3461,"2,591","2,545","175,592,431","67,770","42,617",922,220
VIC,3462,681,673,"35,310,164","51,850","43,293","2,180",578
VIC,3463,"1,453","1,431","79,674,487","54,834","42,248","1,952",515
VIC,3464,635,623,"32,294,704","50,858","43,114","2,247",600
VIC,3465,"4,793","4,734","238,748,133","49,812","42,118","2,311",623
VIC,3467,679,668,"33,358,729","49,129","42,352","2,345",638
VIC,3468,157,156,"6,989,546","44,519","33,488","2,514",684
VIC,3469,146,145,"8,892,523","60,908","40,430","1,422",351
VIC,3472,740,725,"34,450,480","46,555","37,753","2,455",661
VIC,3475,166,156,"6,683,177","40,260","33,188","2,595",696
VIC,3477,486,472,"26,037,374","53,575","44,180","2,050",540
VIC,3478,"1,339","1,318","68,046,998","50,819","42,846","2,249",602
VIC,3480,"1,067","1,053","53,365,586","50,015","41,028","2,299",620
VIC,3482,96,91,"4,697,300","48,930","43,846","2,356",639
VIC,3483,564,556,"34,134,498","60,522","49,188","1,455",364
VIC,3485,170,167,"8,876,638","52,216","45,441","2,150",569
VIC,3487,56,55,"3,631,249","64,844","55,044","1,117",267
VIC,3488,71,69,"3,329,774","46,898","43,350","2,443",659
VIC,3490,692,670,"35,889,611","51,864","44,666","2,177",577
VIC,3491,84,82,"5,762,412","68,600","54,150",875,210
VIC,3494,340,327,"16,427,265","48,315","44,456","2,390",647
VIC,3496,"3,773","3,701","187,508,618","49,697","44,799","2,317",626
VIC,3498,"3,524","3,476","193,486,283","54,905","47,772","1,947",514
VIC,3500,"19,374","19,129","1,040,168,065","53,689","45,758","2,035",534
VIC,3501,"1,824","1,796","113,582,859","62,271","51,554","1,323",325
VIC,3502,655,642,"45,878,444","70,043","48,638",795,193
VIC,3505,"2,753","2,714","138,039,298","50,141","45,536","2,288",614
VIC,3507,79,76,"4,337,608","54,906","46,123","1,946",513
VIC,3509,143,138,"8,306,482","58,087","46,849","1,650",417
VIC,3512,212,202,"10,957,463","51,686","39,913","2,200",585
VIC,3515,"1,551","1,541","106,233,674","68,494","54,331",884,211
VIC,3516,454,448,"27,717,687","61,052","47,341","1,411",346
VIC,3517,735,725,"35,171,356","47,852","39,330","2,407",650
VIC,3518,671,662,"32,976,361","49,145","40,416","2,344",637
VIC,3520,53,51,"1,712,042","32,303","28,383","2,619",699
VIC,3521,437,432,"25,975,950","59,442","48,919","1,545",388
VIC,3522,173,167,"9,598,197","55,481","43,262","1,892",491
VIC,3523,"1,948","1,924","107,210,694","55,036","43,850","1,936",509
VIC,3525,755,749,"37,127,499","49,176","41,337","2,342",635
VIC,3527,448,438,"22,306,922","49,792","42,608","2,312",624
VIC,3529,75,72,"5,333,755","71,117","45,106",736,175
VIC,3530,68,68,"3,594,150","52,855","52,360","2,108",556
VIC,3531,123,122,"9,012,671","73,274","53,912",644,156
VIC,3533,425,411,"23,653,707","55,656","44,436","1,872",486
VIC,3537,594,578,"30,148,976","50,756","43,304","2,253",604
VIC,3540,167,164,"13,135,624","78,656","54,821",464,118
VIC,3542,104,99,"4,165,291","40,051","36,302","2,598",697
VIC,3544,156,154,"6,891,904","44,179","42,158","2,527",687
VIC,3546,265,256,"14,640,660","55,248","49,989","1,918",503
VIC,3549,"2,771","2,702","117,637,126","42,453","32,968","2,567",693
VIC,3550,"24,509","24,249","1,584,577,792","64,653","49,429","1,134",275
VIC,3551,"22,122","21,908","1,446,629,918","65,393","54,349","1,084",255
VIC,3552,155,153,"11,599,051","74,833","53,276",580,146
VIC,3555,"11,661","11,543","649,246,635","55,677","47,895","1,871",485
VIC,3556,"7,830","7,735","408,999,019","52,235","47,068","2,147",566
VIC,3557,538,529,"32,189,309","59,831","51,388","1,512",376
VIC,3558,560,552,"43,814,404","78,240","45,474",482,123
VIC,3559,297,288,"16,740,987","56,367","41,523","1,814",465
VIC,3561,"2,607","2,562","135,082,147","51,815","45,334","2,189",580
VIC,3562,161,155,"9,173,967","56,981","46,543","1,755",450
VIC,3563,434,428,"20,056,833","46,214","41,894","2,466",666
VIC,3564,"10,362","10,252","620,092,744","59,843","48,499","1,510",375
VIC,3565,60,60,"3,420,821","57,014","49,016","1,753",449
VIC,3566,331,325,"16,145,225","48,777","41,019","2,366",642
VIC,3567,395,381,"18,233,125","46,160","41,245","2,468",667
VIC,3568,"1,628","1,601","85,415,524","52,467","44,496","2,139",564
VIC,3570,427,423,"22,586,987","52,897","46,050","2,105",554
VIC,3571,200,190,"9,622,446","48,112","42,637","2,399",648
VIC,3572,155,149,"8,699,380","56,125","48,632","1,833",472
VIC,3573,216,211,"11,929,651","55,230","48,030","1,919",504
VIC,3575,494,483,"22,778,097","46,110","43,680","2,474",670
VIC,3579,"2,975","2,911","148,809,343","50,020","42,504","2,297",619
VIC,3580,622,616,"27,979,567","44,983","39,552","2,500",677
VIC,3581,99,97,"4,567,132","46,133","35,697","2,472",669
VIC,3583,98,97,"3,738,503","38,148","35,911","2,606",698
VIC,3584,670,660,"35,109,058","52,402","43,924","2,140",565
VIC,3585,"7,387","7,310","422,511,057","57,197","47,926","1,740",446
VIC,3586,340,335,"18,620,012","54,765","46,019","1,958",518
VIC,3588,204,199,"9,290,340","45,541","42,573","2,486",674
VIC,3589,188,182,"10,305,424","54,816","41,501","1,953",516
VIC,3590,200,197,"10,623,806","53,119","45,697","2,089",550
VIC,3591,93,92,"5,290,535","56,887","47,070","1,765",451
VIC,3594,388,382,"17,313,726","44,623","39,681","2,510",681
VIC,3595,333,329,"15,845,898","47,585","39,720","2,422",654
VIC,3596,83,81,"4,017,064","48,398","41,697","2,388",646
VIC,3597,285,283,"15,015,048","52,684","47,542","2,123",559
VIC,3599,91,88,"5,270,833","57,921","54,672","1,670",422
VIC,3607,77,77,"5,389,123","69,989","50,746",799,195
VIC,3608,"1,615","1,589","100,813,993","62,424","49,480","1,306",320
VIC,3610,804,789,"41,758,157","51,938","45,081","2,175",576
VIC,3612,898,890,"46,482,897","51,763","40,745","2,195",583
VIC,3614,602,590,"47,284,231","78,545","55,096",468,120
VIC,3616,"3,299","3,245","184,513,637","55,930","47,041","1,848",478
VIC,3617,96,94,"4,145,508","43,182","42,709","2,554",692
VIC,3618,408,400,"19,762,963","48,439","41,115","2,386",645
VIC,3619,74,73,"3,662,339","49,491","39,549","2,327",628
VIC,3620,"4,764","4,687","243,469,856","51,106","44,244","2,233",596
VIC,3621,"1,386","1,354","69,741,026","50,318","43,920","2,282",613
VIC,3622,273,263,"12,167,143","44,568","37,996","2,513",683
VIC,3623,514,500,"24,383,874","47,439","40,140","2,429",656
VIC,3624,307,294,"13,663,690","44,507","43,255","2,515",685
VIC,3629,"5,121","5,062","259,204,978","50,616","45,395","2,260",608
VIC,3630,"17,890","17,672","994,165,351","55,571","45,558","1,883",488
VIC,3631,"8,952","8,858","574,626,449","64,190","52,114","1,170",286
VIC,3632,192,192,"11,532,797","60,067","52,721","1,489",371
VIC,3633,414,407,"22,191,365","53,602","46,580","2,044",538
VIC,3634,"1,155","1,119","60,185,142","52,108","46,491","2,161",573
VIC,3635,332,320,"15,411,269","46,419","44,916","2,459",663
VIC,3636,"2,945","2,887","155,139,442","52,679","46,215","2,125",561
VIC,3637,342,329,"15,975,759","46,713","41,504","2,447",660
VIC,3638,"1,221","1,192","63,021,012","51,614","44,613","2,202",586
VIC,3639,310,294,"14,364,047","46,336","39,271","2,462",664
VIC,3640,671,643,"31,089,609","46,333","40,364","2,463",665
VIC,3641,704,687,"39,646,197","56,316","48,981","1,819",468
VIC,3644,"5,333","5,247","284,554,348","53,357","44,672","2,068",545
VIC,3646,365,361,"19,504,175","53,436","44,483","2,063",543
VIC,3649,269,262,"14,367,320","53,410","41,265","2,065",544
VIC,3658,"3,714","3,664","230,215,530","61,986","50,838","1,340",333
VIC,3659,435,428,"29,558,861","67,951","51,733",912,217
VIC,3660,"4,200","4,165","232,396,094","55,332","46,486","1,909",498
VIC,3661,72,72,"3,548,757","49,288","49,370","2,337",632
VIC,3662,454,450,"31,752,178","69,939","75,198",803,197
VIC,3663,109,109,"6,371,674","58,456","47,776","1,620",408
VIC,3664,705,696,"42,310,673","60,015","48,469","1,492",372
VIC,3665,230,222,"13,905,554","60,459","45,487","1,463",366
VIC,3666,"2,831","2,778","156,678,165","55,344","43,945","1,907",497
VIC,3669,817,801,"42,633,615","52,183","37,898","2,155",571
VIC,3670,375,358,"18,890,006","50,373","43,305","2,277",612
VIC,3672,"5,992","5,927","332,644,739","55,515","45,789","1,887",490
VIC,3673,"1,125","1,100","60,286,829","53,588","40,740","2,047",539
VIC,3675,"1,234","1,211","68,218,205","55,282","45,517","1,915",500
VIC,3676,136,134,"8,414,355","61,870","54,690","1,347",334
VIC,3677,"10,971","10,894","620,553,407","56,563","47,800","1,799",460
VIC,3678,"4,349","4,275","274,272,928","63,066","48,035","1,263",309
VIC,3682,391,388,"22,565,483","57,712","51,265","1,691",431
VIC,3683,"1,063","1,055","56,647,861","53,291","46,662","2,073",546
VIC,3685,"1,888","1,865","107,667,420","57,027","49,015","1,752",448
VIC,3687,641,633,"37,210,225","58,050","50,381","1,652",418
VIC,3688,924,908,"58,900,594","63,745","51,691","1,203",295
VIC,3689,89,89,"8,166,439","91,758","62,930",264,73
VIC,3690,"20,876","20,652","1,216,872,930","58,291","51,162","1,633",412
VIC,3691,"8,072","7,982","526,765,513","65,258","56,813","1,092",257
VIC,3695,323,314,"17,814,770","55,154","41,418","1,928",507
VIC,3697,333,326,"16,600,483","49,851","34,001","2,309",622
VIC,3698,625,617,"38,617,112","61,787","45,236","1,354",336
VIC,3699,687,675,"34,864,885","50,749","40,409","2,254",605
VIC,3700,855,842,"45,902,487","53,687","47,097","2,036",535
VIC,3701,646,635,"38,447,848","59,517","44,445","1,537",387
VIC,3705,164,159,"8,415,599","51,315","39,623","2,217",589
VIC,3707,"1,003",980,"53,825,101","53,664","44,417","2,038",536
VIC,3708,51,49,"2,569,331","50,379","47,292","2,276",611
VIC,3709,184,178,"9,523,605","51,759","40,582","2,196",584
VIC,3711,346,336,"20,025,287","57,877","38,582","1,674",424
VIC,3712,207,207,"11,707,183","56,556","47,471","1,800",461
VIC,3713,487,477,"25,577,770","52,521","45,310","2,134",562
VIC,3714,"2,164","2,139","122,227,254","56,482","44,888","1,804",462
VIC,3715,212,201,"12,057,002","56,873","40,860","1,768",452
VIC,3717,"1,872","1,835","101,388,085","54,160","42,359","1,997",527
VIC,3718,60,60,"6,430,238","107,171","51,997",138,39
VIC,3719,276,265,"18,329,105","66,410","39,033","1,005",240
VIC,3720,431,426,"22,097,436","51,270","39,650","2,222",591
VIC,3722,"3,583","3,541","219,185,390","61,174","45,420","1,399",342
VIC,3723,"1,781","1,743","98,326,207","55,208","40,176","1,923",506
VIC,3724,84,81,"4,101,412","48,826","34,550","2,362",640
VIC,3725,420,413,"24,895,726","59,276","47,006","1,556",390
VIC,3726,237,228,"10,542,918","44,485","36,602","2,519",686
VIC,3727,198,192,"8,859,360","44,744","41,141","2,507",680
VIC,3728,373,364,"17,013,097","45,612","40,814","2,483",673
VIC,3730,"5,503","5,444","317,639,472","57,721","45,855","1,689",429
VIC,3732,415,408,"22,100,749","53,255","40,675","2,080",547
VIC,3733,139,136,"8,441,851","60,733","38,666","1,430",355
VIC,3735,447,441,"26,239,121","58,700","49,920","1,603",403
VIC,3737,"2,777","2,742","153,531,846","55,287","45,849","1,913",499
VIC,3738,108,108,"5,689,436","52,680","48,217","2,124",560
VIC,3739,146,143,"9,141,650","62,614","44,142","1,294",317
VIC,3740,755,753,"42,108,020","55,772","45,984","1,861",480
VIC,3741,"2,144","2,120","126,813,333","59,148","45,787","1,568",392
VIC,3744,285,280,"18,767,304","65,850","43,144","1,053",252
VIC,3746,219,218,"12,573,167","57,412","46,760","1,725",444
VIC,3747,"3,039","3,000","181,634,536","59,768","48,119","1,516",378
VIC,3749,"1,289","1,281","83,058,331","64,436","50,786","1,149",282
VIC,3750,"14,652","14,406","860,835,667","58,752","51,984","1,597",400
