Australian Bureau of Statistics,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
#REF!,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,SA4_CODE_2011,SA4_NAME_2011,RATIO,PERCENTAGE,,,,,,,
3440,3440,202,Bendigo,0.0011127,0.1112667,,,,,,,
3440,3440,210,Melbourne - North West,0.9988873,99.8887333,,,,,,,
3441,3441,210,Melbourne - North West,1.0,100.0,,,,,,,
3442,3442,202,Bendigo,0.9608937,96.0893706,,,,,,,
3442,3442,210,Melbourne - North West,0.0391063,3.9106294,,,,,,,
3444,3444,201,Ballarat,0.0130194,1.301944,,,,,,,
3444,3444,202,Bendigo,0.9770482,97.7048171,,,,,,,
3444,3444,204,Hume,0.0099324,0.9932389,,,,,,,
3446,3446,201,Ballarat,0.1848039,18.4803901,,,,,,,
3446,3446,202,Bendigo,0.8151961,81.5196099,,,,,,,
3447,3447,201,Ballarat,0.0065633,0.6563267,,,,,,,
3447,3447,202,Bendigo,0.9934367,99.3436733,,,,,,,
3448,3448,202,Bendigo,1.0,100.0,,,,,,,
3450,3450,202,Bendigo,1.0,100.0,,,,,,,
3451,3451,201,Ballarat,0.0083082,0.830825,,,,,,,
3451,3451,202,Bendigo,0.9916918,99.169175,,,,,,,
3453,3453,202,Bendigo,1.0,100.0,,,,,,,
3458,3458,201,Ballarat,0.9430156,94.3015595,,,,,,,
3458,3458,202,Bendigo,0.0569844,5.6984405,,,,,,,
3460,3460,201,Ballarat,1.0,100.0,,,,,,,
3461,3461,201,Ballarat,0.9746071,97.4607116,,,,,,,
3461,3461,202,Bendigo,0.0253929,2.5392884,,,,,,,
3462,3462,202,Bendigo,1.0,100.0,,,,,,,
3463,3463,202,Bendigo,0.9999074,99.9907394,,,,,,,
3464,3464,201,Ballarat,1.0,100.0,,,,,,,
3465,3465,201,Ballarat,0.9977938,99.7793812,,,,,,,
3465,3465,215,North West,0.0021577,0.2157722,,,,,,,
3467,3467,201,Ballarat,1.0,100.0,,,,,,,
3468,3468,201,Ballarat,1.0,100.0,,,,,,,
3469,3469,201,Ballarat,1.0,100.0,,,,,,,
3472,3472,201,Ballarat,0.9731455,97.3145521,,,,,,,
3472,3472,202,Bendigo,0.0268545,2.6854479,,,,,,,
3475,3475,201,Ballarat,0.6956766,69.5676592,,,,,,,
3475,3475,202,Bendigo,0.1703047,17.0304732,,,,,,,
3475,3475,215,North West,0.1340187,13.4018676,,,,,,,
3477,3477,201,Ballarat,0.0996619,9.9661932,,,,,,,
3477,3477,202,Bendigo,0.002374,0.2373977,,,,,,,
3477,3477,215,North West,0.8979641,89.7964091,,,,,,,
3478,3478,201,Ballarat,0.093233,9.3232982,,,,,,,
3478,3478,215,North West,0.906767,90.6767018,,,,,,,
3480,3480,215,North West,1.0,100.0,,,,,,,
3482,3482,215,North West,1.0,100.0,,,,,,,
3483,3483,215,North West,1.0,100.0,,,,,,,
3485,3485,215,North West,1.0,100.0,,,,,,,
3487,3487,215,North West,1.0,100.0,,,,,,,
3488,3488,215,North West,1.0,100.0,,,,,,,
3489,3489,215,North West,1.0,100.0,,,,,,,
3490,3490,109,Murray,0.000134,0.0133954,,,,,,,
3490,3490,215,North West,0.999866,99.9866029,,,,,,,
3491,3491,215,North West,1.0,100.0,,,,,,,
3494,3494,109,Murray,0.0001405,0.0140523,,,,,,,
3494,3494,215,North West,0.9998595,99.9859477,,,,,,,
3496,3496,215,North West,1.0,99.9999984,,,,,,,
3498,3498,109,Murray,0.0005161,0.0516115,,,,,,,
3498,3498,215,North West,0.9994839,99.9483885,,,,,,,
3500,3500,215,North West,1.0,100.0,,,,,,,
3501,3501,109,Murray,0.0185054,1.850543,,,,,,,
3501,3501,215,North West,0.9814946,98.149457,,,,,,,
3505,3505,109,Murray,0.000698,0.0698032,,,,,,,
3505,3505,215,North West,0.999302,99.9301968,,,,,,,
3506,3506,215,North West,1.0,100.0,,,,,,,
3507,3507,215,North West,1.0,100.0,,,,,,,
3509,3509,215,North West,1.0,100.0,,,,,,,
3512,3512,215,North West,1.0,100.0,,,,,,,
3515,3515,202,Bendigo,1.0,100.0,,,,,,,
3516,3516,202,Bendigo,1.0,100.0,,,,,,,
3517,3517,202,Bendigo,1.0,100.0,,,,,,,
3518,3518,202,Bendigo,0.9985195,99.8519524,,,,,,,
3518,3518,215,North West,0.0014805,0.1480476,,,,,,,
3520,3520,202,Bendigo,1.0,100.0,,,,,,,
3521,3521,204,Hume,1.0,100.0,,,,,,,
3522,3522,204,Hume,1.0,100.0,,,,,,,
3523,3523,202,Bendigo,0.9667721,96.6772091,,,,,,,
3523,3523,204,Hume,0.0112455,1.1245486,,,,,,,
3523,3523,216,Shepparton,0.0219824,2.1982423,,,,,,,
3525,3525,202,Bendigo,0.0742245,7.4224514,,,,,,,
3525,3525,215,North West,0.9257755,92.5775486,,,,,,,
3527,3527,202,Bendigo,0.0048965,0.4896514,,,,,,,
3527,3527,215,North West,0.9951035,99.5103486,,,,,,,
3529,3529,215,North West,1.0,100.0,,,,,,,
3530,3530,215,North West,1.0,100.0,,,,,,,
3531,3531,215,North West,1.0,100.0,,,,,,,
3533,3533,215,North West,1.0,100.0,,,,,,,
3537,3537,202,Bendigo,0.999999,99.9999036,,,,,,,
3540,3540,215,North West,1.0,100.0,,,,,,,
3542,3542,215,North West,1.0,100.0,,,,,,,
3544,3544,215,North West,1.0,100.0,,,,,,,
3546,3546,215,North West,1.0,100.0,,,,,,,
3549,3549,109,Murray,0.003806,0.3806012,,,,,,,
3549,3549,215,North West,0.996194,99.6193988,,,,,,,
3550,3550,202,Bendigo,1.0,100.0,,,,,,,
3551,3551,201,Ballarat,0.0002891,0.0289136,,,,,,,
3551,3551,202,Bendigo,0.9906586,99.0658583,,,,,,,
3551,3551,216,Shepparton,0.0090523,0.9052282,,,,,,,
3555,3555,202,Bendigo,1.0,100.0,,,,,,,
3556,3556,202,Bendigo,1.0,100.0,,,,,,,
3557,3557,202,Bendigo,0.9192894,91.9289376,,,,,,,
3557,3557,216,Shepparton,0.0807106,8.0710624,,,,,,,
3558,3558,202,Bendigo,0.9490116,94.901156,,,,,,,
3558,3558,216,Shepparton,0.0509884,5.098844,,,,,,,
3559,3559,202,Bendigo,0.0799772,7.9977238,,,,,,,
3559,3559,216,Shepparton,0.9200228,92.0022762,,,,,,,
3561,3561,216,Shepparton,1.0,100.0,,,,,,,
3562,3562,216,Shepparton,1.0,100.0,,,,,,,
3563,3563,216,Shepparton,1.0,100.0,,,,,,,
3564,3564,109,Murray,0.0012102,0.1210158,,,,,,,
3564,3564,216,Shepparton,0.9987898,99.8789842,,,,,,,
3565,3565,216,Shepparton,1.0,100.0,,,,,,,
3566,3566,216,Shepparton,1.0,100.0,,,,,,,
3567,3567,202,Bendigo,0.0146903,1.4690314,,,,,,,
3567,3567,215,North West,0.9853097,98.5309653,,,,,,,
3568,3568,215,North West,1.0,100.0,,,,,,,
3570,3570,202,Bendigo,1.0,100.0,,,,,,,
3571,3571,202,Bendigo,1.0,100.0,,,,,,,
3572,3572,202,Bendigo,0.2967557,29.6755672,,,,,,,
3572,3572,216,Shepparton,0.7032443,70.3244328,,,,,,,
3573,3573,202,Bendigo,0.843744,84.3744043,,,,,,,
3573,3573,216,Shepparton,0.156256,15.6255957,,,,,,,
3575,3575,202,Bendigo,1.0,100.0,,,,,,,
3576,3576,202,Bendigo,1.0,100.0,,,,,,,
3579,3579,109,Murray,0.0005321,0.0532147,,,,,,,
3579,3579,202,Bendigo,0.0062536,0.6253579,,,,,,,
3579,3579,215,North West,0.9932143,99.3214273,,,,,,,
3580,3580,215,North West,0.9999521,99.9952071,,,,,,,
3581,3581,215,North West,1.0,100.0,,,,,,,
3583,3583,215,North West,1.0,100.0,,,,,,,
3584,3584,215,North West,1.0,100.0,,,,,,,
3585,3585,109,Murray,0.0234001,2.3400093,,,,,,,
3585,3585,215,North West,0.9765999,97.6599907,,,,,,,
3586,3586,109,Murray,0.0697618,6.9761806,,,,,,,
3586,3586,215,North West,0.9302382,93.0238194,,,,,,,
3588,3588,215,North West,1.0,100.0,,,,,,,
3589,3589,215,North West,1.0,100.0,,,,,,,
3590,3590,215,North West,1.0,100.0,,,,,,,
3591,3591,215,North West,1.0,100.0,,,,,,,
3594,3594,215,North West,1.0,100.0,,,,,,,
3595,3595,215,North West,1.0,100.0,,,,,,,
3596,3596,215,North West,1.0,100.0,,,,,,,
3597,3597,215,North West,1.0,100.0,,,,,,,
3599,3599,215,North West,1.0,100.0,,,,,,,
3607,3607,204,Hume,1.0,100.0,,,,,,,
3608,3608,204,Hume,0.9991645,99.9164479,,,,,,,
3608,3608,216,Shepparton,0.0008355,0.0835521,,,,,,,
3610,3610,204,Hume,0.0091643,0.9164336,,,,,,,
3610,3610,216,Shepparton,0.9908357,99.0835664,,,,,,,
3612,3612,204,Hume,0.0214434,2.1443401,,,,,,,
3612,3612,216,Shepparton,0.9785566,97.8556599,,,,,,,
3614,3614,216,Shepparton,1.0,100.0,,,,,,,
3616,3616,216,Shepparton,1.0,100.0,,,,,,,
3617,3617,216,Shepparton,1.0,100.0,,,,,,,
3618,3618,216,Shepparton,1.0,100.0,,,,,,,
3620,3620,216,Shepparton,1.0,100.0,,,,,,,
3621,3621,216,Shepparton,1.0,100.0,,,,,,,
3622,3622,216,Shepparton,1.0,100.0,,,,,,,
3623,3623,216,Shepparton,1.0,100.0,,,,,,,
3624,3624,216,Shepparton,1.0,100.0,,,,,,,
3629,3629,216,Shepparton,1.0,100.0,,,,,,,
3630,3630,216,Shepparton,1.0,100.0,,,,,,,
3631,3631,204,Hume,0.0063733,0.6373274,,,,,,,
3631,3631,216,Shepparton,0.9936267,99.3626726,,,,,,,
3633,3633,216,Shepparton,1.0,100.0,,,,,,,
3634,3634,216,Shepparton,1.0,100.0,,,,,,,
3635,3635,216,Shepparton,1.0,100.0,,,,,,,
3636,3636,216,Shepparton,1.0,100.0,,,,,,,
3637,3637,216,Shepparton,1.0,100.0,,,,,,,
3638,3638,216,Shepparton,1.0,100.0,,,,,,,
3639,3639,109,Murray,0.0193143,1.9314332,,,,,,,
3639,3639,216,Shepparton,0.9806857,98.0685668,,,,,,,
3640,3640,216,Shepparton,1.0,100.0,,,,,,,
3641,3641,216,Shepparton,1.0,100.0,,,,,,,
3644,3644,109,Murray,0.1972486,19.7248643,,,,,,,
3644,3644,216,Shepparton,0.8027514,80.2751357,,,,,,,
3646,3646,204,Hume,0.0069592,0.6959166,,,,,,,
3646,3646,216,Shepparton,0.9930408,99.3040834,,,,,,,
3647,3647,216,Shepparton,1.0,100.0,,,,,,,
3649,3649,216,Shepparton,1.0,100.0,,,,,,,
3658,3658,204,Hume,0.9137337,91.37337,,,,,,,
3658,3658,209,Melbourne - North East,0.0862663,8.62663,,,,,,,
3659,3659,204,Hume,1.0,100.0,,,,,,,
3660,3660,204,Hume,1.0,100.0,,,,,,,
3662,3662,204,Hume,1.0,100.0,,,,,,,
3663,3663,204,Hume,1.0,100.0,,,,,,,
3664,3664,204,Hume,1.0,100.0,,,,,,,
3665,3665,204,Hume,1.0,100.0,,,,,,,
3666,3666,204,Hume,1.0,100.0,,,,,,,
3669,3669,204,Hume,0.9674184,96.7418375,,,,,,,
3669,3669,216,Shepparton,0.0325816,3.2581625,,,,,,,
3670,3670,204,Hume,1.0,100.0,,,,,,,
3672,3672,204,Hume,1.0,100.0,,,,,,,
3673,3673,204,Hume,1.0,100.0,,,,,,,
3675,3675,204,Hume,0.974713,97.4713017,,,,,,,
3675,3675,216,Shepparton,0.025287,2.5286983,,,,,,,
3677,3677,204,Hume,1.0,100.0,,,,,,,
3678,3678,204,Hume,0.9926628,99.266276,,,,,,,
3678,3678,216,Shepparton,0.0073372,0.733724,,,,,,,
3682,3682,204,Hume,1.0,100.0,,,,,,,
3683,3683,204,Hume,1.0,100.0,,,,,,,
3685,3685,204,Hume,0.9989621,99.8962071,,,,,,,
3685,3685,216,Shepparton,0.0009879,0.0987864,,,,,,,
3687,3687,204,Hume,1.0,100.0,,,,,,,
3688,3688,204,Hume,1.0,100.0,,,,,,,
3690,3690,204,Hume,0.9999843,99.9984278,,,,,,,
3691,3691,109,Murray,0.0032229,0.3222877,,,,,,,
3691,3691,204,Hume,0.9967771,99.6777123,,,,,,,
3694,3694,109,Murray,0.0001123,0.0112326,,,,,,,
3694,3694,204,Hume,0.9998877,99.9887674,,,,,,,
3695,3695,204,Hume,1.0,100.0,,,,,,,
3697,3697,204,Hume,1.0,100.0,,,,,,,
3698,3698,204,Hume,1.0,100.0,,,,,,,
3699,3699,204,Hume,0.9999962,99.9996217,,,,,,,
3700,3700,204,Hume,1.0,100.0,,,,,,,
3701,3701,204,Hume,0.9952943,99.5294296,,,,,,,
3701,3701,205,Latrobe - Gippsland,0.0047057,0.4705704,,,,,,,
3704,3704,204,Hume,1.0,100.0,,,,,,,
3705,3705,204,Hume,1.0,100.0,,,,,,,
3707,3707,113,Riverina,0.0419675,4.1967463,,,,,,,
3707,3707,204,Hume,0.9580308,95.8030842,,,,,,,
3708,3708,204,Hume,1.0,100.0,,,,,,,
3709,3709,109,Murray,0.0013825,0.138247,,,,,,,
3709,3709,113,Riverina,0.001255,0.1254972,,,,,,,
3709,3709,204,Hume,0.9973626,99.7362559,,,,,,,
3711,3711,204,Hume,1.0,100.0,,,,,,,
3712,3712,204,Hume,1.0,100.0,,,,,,,
3713,3713,204,Hume,1.0,100.0,,,,,,,
3714,3714,204,Hume,1.0,100.0,,,,,,,
3715,3715,204,Hume,1.0,100.0,,,,,,,
3717,3717,204,Hume,1.0,100.0,,,,,,,
3718,3718,204,Hume,1.0,100.0,,,,,,,
3719,3719,204,Hume,1.0,100.0,,,,,,,
3720,3720,204,Hume,1.0,100.0,,,,,,,
3722,3722,204,Hume,1.0,100.0,,,,,,,
3723,3723,204,Hume,0.9999823,99.9982304,,,,,,,
3725,3725,204,Hume,1.0,100.0,,,,,,,
3726,3726,204,Hume,1.0,100.0,,,,,,,
3727,3727,216,Shepparton,1.0,100.0,,,,,,,
3728,3728,216,Shepparton,1.0,100.0,,,,,,,
3730,3730,216,Shepparton,0.9999764,99.9976356,,,,,,,
3732,3732,204,Hume,1.0,100.0,,,,,,,
3733,3733,204,Hume,1.0,100.0,,,,,,,
3735,3735,204,Hume,1.0,100.0,,,,,,,
3737,3737,204,Hume,1.0,100.0,,,,,,,
3738,3738,204,Hume,1.0,100.0,,,,,,,
3739,3739,204,Hume,1.0,100.0,,,,,,,
3740,3740,204,Hume,1.0,100.0,,,,,,,
3741,3741,204,Hume,1.0,100.0,,,,,,,
3744,3744,204,Hume,1.0,100.0,,,,,,,
3746,3746,204,Hume,1.0,100.0,,,,,,,
3747,3747,204,Hume,1.0,100.0,,,,,,,
3749,3749,204,Hume,1.0,100.0,,,,,,,
3750,3750,209,Melbourne - North East,1.0,100.0,,,,,,,
3751,3751,209,Melbourne - North East,1.0,100.0,,,,,,,
3752,3752,209,Melbourne - North East,1.0,100.0,,,,,,,
3753,3753,209,Melbourne - North East,1.0,100.0,,,,,,,
3754,3754,209,Melbourne - North East,1.0,100.0,,,,,,,
3755,3755,209,Melbourne - North East,1.0,100.0,,,,,,,
3756,3756,209,Melbourne - North East,0.944987,94.4987029,,,,,,,
3756,3756,210,Melbourne - North West,0.055013,5.5012971,,,,,,,
3757,3757,209,Melbourne - North East,1.0,100.0,,,,,,,
3758,3758,209,Melbourne - North East,1.0,100.0,,,,,,,
3759,3759,209,Melbourne - North East,1.0,100.0,,,,,,,
3760,3760,209,Melbourne - North East,1.0,100.0,,,,,,,
3761,3761,209,Melbourne - North East,1.0,100.0,,,,,,,
3762,3762,209,Melbourne - North East,0.9705815,97.0581531,,,,,,,
3762,3762,210,Melbourne - North West,0.0294185,2.9418469,,,,,,,
3763,3763,209,Melbourne - North East,1.0,100.0,,,,,,,
3764,3764,204,Hume,0.9993473,99.9347346,,,,,,,
3764,3764,210,Melbourne - North West,0.0006527,0.0652654,,,,,,,
3765,3765,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3766,3766,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3767,3767,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3770,3770,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3775,3775,209,Melbourne - North East,0.0966401,9.6640099,,,,,,,
3775,3775,211,Melbourne - Outer East,0.9033599,90.3359901,,,,,,,
3777,3777,209,Melbourne - North East,0.0544369,5.4436865,,,,,,,
3777,3777,211,Melbourne - Outer East,0.9455631,94.5563135,,,,,,,
3778,3778,204,Hume,0.9999842,99.9984235,,,,,,,
3779,3779,204,Hume,1.0,100.0,,,,,,,
3781,3781,212,Melbourne - South East,1.0,100.0,,,,,,,
3782,3782,211,Melbourne - Outer East,0.1114076,11.1407552,,,,,,,
3782,3782,212,Melbourne - South East,0.8885924,88.8592448,,,,,,,
3783,3783,212,Melbourne - South East,1.0,100.0,,,,,,,
3785,3785,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3786,3786,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3787,3787,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3788,3788,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3789,3789,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3791,3791,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3792,3792,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3793,3793,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3795,3795,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3796,3796,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3797,3797,211,Melbourne - Outer East,1.0,100.0,,,,,,,
3799,3799,204,Hume,0.0374279,3.7427893,,,,,,,
3799,3799,211,Melbourne - Outer East,0.9625217,96.2521656,,,,,,,
3800,3800,212,Melbourne - South East,1.0,100.0,,,,,,,
3802,3802,212,Melbourne - South East,1.0,100.0,,,,,,,
3803,3803,212,Melbourne - South East,1.0,100.0,,,,,,,
3804,3804,211,Melbourne - Outer East,0.0601032,6.010321,,,,,,,
3804,3804,212,Melbourne - South East,0.9398968,93.989679,,,,,,,
3805,3805,212,Melbourne - South East,1.0,100.0,,,,,,,
3806,3806,212,Melbourne - South East,1.0,100.0,,,,,,,
3807,3807,212,Melbourne - South East,1.0,100.0,,,,,,,
3808,3808,212,Melbourne - South East,1.0,100.0,,,,,,,
3809,3809,212,Melbourne - South East,1.0,100.0,,,,,,,
3810,3810,212,Melbourne - South East,1.0,100.0,,,,,,,
3812,3812,212,Melbourne - South East,1.0,100.0,,,,,,,
3813,3813,212,Melbourne - South East,1.0,100.0,,,,,,,
3814,3814,212,Melbourne - South East,1.0,100.0,,,,,,,
3815,3815,212,Melbourne - South East,1.0,100.0,,,,,,,
3816,3816,205,Latrobe - Gippsland,0.9508416,95.0841602,,,,,,,
3816,3816,212,Melbourne - South East,0.0491584,4.9158398,,,,,,,
3818,3818,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3820,3820,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3821,3821,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3822,3822,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3823,3823,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3824,3824,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3825,3825,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3831,3831,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3832,3832,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3833,3833,205,Latrobe - Gippsland,0.9991511,99.9151054,,,,,,,
3833,3833,211,Melbourne - Outer East,0.0008459,0.0845888,,,,,,,
3835,3835,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3840,3840,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3842,3842,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3844,3844,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3847,3847,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3850,3850,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3851,3851,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3852,3852,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3854,3854,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3856,3856,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3857,3857,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3858,3858,205,Latrobe - Gippsland,0.9999986,99.9998641,,,,,,,
3859,3859,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3860,3860,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3862,3862,205,Latrobe - Gippsland,0.9999986,99.9998628,,,,,,,
3864,3864,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3865,3865,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3869,3869,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3870,3870,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3871,3871,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3873,3873,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3874,3874,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3875,3875,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3878,3878,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3880,3880,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3882,3882,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3885,3885,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3886,3886,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3887,3887,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3888,3888,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3889,3889,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3890,3890,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3891,3891,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3892,3892,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3893,3893,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3895,3895,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3896,3896,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3898,3898,204,Hume,0.1975126,19.7512578,,,,,,,
3898,3898,205,Latrobe - Gippsland,0.8024874,80.2487422,,,,,,,
3900,3900,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3902,3902,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3903,3903,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3904,3904,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3909,3909,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3910,3910,214,Mornington Peninsula,1.0,100.0,,,,,,,
3911,3911,214,Mornington Peninsula,1.0,100.0,,,,,,,
3912,3912,212,Melbourne - South East,0.247678,24.7677957,,,,,,,
3912,3912,214,Mornington Peninsula,0.752322,75.2322043,,,,,,,
3913,3913,214,Mornington Peninsula,1.0,100.0,,,,,,,
3915,3915,214,Mornington Peninsula,1.0,100.0,,,,,,,
3916,3916,214,Mornington Peninsula,1.0,100.0,,,,,,,
3918,3918,214,Mornington Peninsula,1.0,100.0,,,,,,,
3919,3919,214,Mornington Peninsula,1.0,100.0,,,,,,,
3920,3920,214,Mornington Peninsula,1.0,100.0,,,,,,,
3921,3921,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3922,3922,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3923,3923,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3925,3925,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3926,3926,214,Mornington Peninsula,1.0,100.0,,,,,,,
3927,3927,214,Mornington Peninsula,1.0,100.0,,,,,,,
3928,3928,214,Mornington Peninsula,1.0,100.0,,,,,,,
3929,3929,214,Mornington Peninsula,1.0,100.0,,,,,,,
3930,3930,214,Mornington Peninsula,1.0,100.0,,,,,,,
3931,3931,214,Mornington Peninsula,1.0,100.0,,,,,,,
3933,3933,214,Mornington Peninsula,1.0,100.0,,,,,,,
3934,3934,214,Mornington Peninsula,1.0,100.0,,,,,,,
3936,3936,214,Mornington Peninsula,1.0,100.0,,,,,,,
3937,3937,214,Mornington Peninsula,1.0,100.0,,,,,,,
3938,3938,214,Mornington Peninsula,1.0,100.0,,,,,,,
3939,3939,214,Mornington Peninsula,1.0,100.0,,,,,,,
3940,3940,214,Mornington Peninsula,1.0,100.0,,,,,,,
3941,3941,214,Mornington Peninsula,1.0,100.0,,,,,,,
3942,3942,214,Mornington Peninsula,1.0,100.0,,,,,,,
3943,3943,214,Mornington Peninsula,1.0,100.0,,,,,,,
3944,3944,214,Mornington Peninsula,1.0,100.0,,,,,,,
3945,3945,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3946,3946,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3950,3950,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3951,3951,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3953,3953,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3954,3954,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3956,3956,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3957,3957,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3958,3958,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3959,3959,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3960,3960,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3962,3962,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3964,3964,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3965,3965,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3966,3966,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3967,3967,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3971,3971,205,Latrobe - Gippsland,0.9999998,99.9999752,,,,,,,
3975,3975,212,Melbourne - South East,1.0,100.0,,,,,,,
3976,3976,212,Melbourne - South East,1.0,100.0,,,,,,,
3977,3977,212,Melbourne - South East,0.8433255,84.3325475,,,,,,,
3977,3977,214,Mornington Peninsula,0.1566745,15.6674525,,,,,,,
3978,3978,212,Melbourne - South East,1.0,100.0,,,,,,,
3979,3979,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3980,3980,212,Melbourne - South East,1.0,100.0,,,,,,,
3981,3981,205,Latrobe - Gippsland,0.0162322,1.6232213,,,,,,,
3981,3981,212,Melbourne - South East,0.9837678,98.3767787,,,,,,,
3984,3984,205,Latrobe - Gippsland,0.6374242,63.742417,,,,,,,
3984,3984,212,Melbourne - South East,0.3625758,36.257583,,,,,,,
3987,3987,205,Latrobe - Gippsland,0.9753204,97.5320413,,,,,,,
3987,3987,212,Melbourne - South East,0.0246796,2.4679587,,,,,,,
3988,3988,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3990,3990,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3991,3991,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3992,3992,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3995,3995,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
3996,3996,205,Latrobe - Gippsland,1.0,100.0,,,,,,,
4000,4000,305,Brisbane Inner City,1.0,100.0,,,,,,,
4005,4005,305,Brisbane Inner City,1.0,100.0,,,,,,,
4006,4006,305,Brisbane Inner City,1.0,100.0,,,,,,,
4007,4007,305,Brisbane Inner City,0.9762707,97.6270739,,,,,,,
4008,4008,302,Brisbane - North,1.0,100.0,,,,,,,
